thread_title,username,domain,crawl_type,author_signature,join_date,lastactive,totalposts,FetchTime,groups,reputation,credits,awards,rank,activetime,contactinfo,reference_url
"post cards, transfer cables",LOVEMYPC,www.bleepingcomputer.com,keepup,,1308249000000,1534993440000,661,1541654813000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""661"" }][ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""661"" }][ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""1"", ""hour"": ""3"", ""count"": ""661"" }][ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""0"", ""hour"": ""6"", ""count"": ""661"" }][ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""6"", ""hour"": ""4"", ""count"": ""661"" }][ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""4"", ""hour"": ""6"", ""count"": ""661"" }][ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""6"", ""hour"": ""0"", ""count"": ""661"" }][ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""4"", ""hour"": ""4"", ""count"": ""661"" }]", ,https://www.bleepingcomputer.com/forums/u/697421/lovemypc/
Some Tips And Tricks Appreciated.,Coco2014,www.bleepingcomputer.com,keepup,"

I like to play soccer games online and i'm using gta 5 cheats for Grand Theft Auto
",1391797800000,1398462180000,26,1541654815000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""3"", ""dayofweek"": ""6"", ""hour"": ""23"", ""count"": ""26"" }][ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""1"", ""hour"": ""19"", ""count"": ""26"" }]", ,https://www.bleepingcomputer.com/forums/u/876894/coco2014/
transfer cables,zingo156,www.bleepingcomputer.com,keepup,"

If I am helping you with a problem and I have not responded within 48 hours please send me a PM.
",1383503400000,1539885780000,3345,1541654815000,BC Advisor, , , , ,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""3345"" }]", ,https://www.bleepingcomputer.com/forums/u/859589/zingo156/
Some Tips And Tricks Appreciated.,RobinHoodSnr,www.bleepingcomputer.com,keepup,"

...We all know something...but we will NEVER know everything :grinner:
 
Cryptlocker ""Process"" remover...will NOT delete Cryptolocker, only the processes...( a ""safety precaution"" I took for those who still want to ""try"" paying the ransom to get their files back. DON'T FORGET TO MONITOR YOUR TIME LEFT BEFORE PAYMENT! )
 
(""KillCrypt"" will automaticly open %appdatadir%...just guide this to Cryptolocker-Virus and double-click on it. Remember...if you ""restart"" your system, the processes will be back...use this only for emergencies if you want to create a quick document. While this processes is killed, your docs wont get infected, but WILL be encrypted (unusable) when you restart the PC/Laptop OR clicking on the Virus again!!!)
",1331922600000,1384253280000,158,1541654815000,Members, , , , ,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""2"", ""hour"": ""7"", ""count"": ""158"" }]", ,https://www.bleepingcomputer.com/forums/u/769465/robinhoodsnr/
Some Tips And Tricks Appreciated.,Synthhead,www.bleepingcomputer.com,keepup,,1350325800000,1517231640000,23,1541654818000,Members, , , , ,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""2"", ""hour"": ""6"", ""count"": ""23"" }][ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""3"", ""hour"": ""23"", ""count"": ""23"" }]", ,https://www.bleepingcomputer.com/forums/u/799048/synthhead/
Some Tips And Tricks Appreciated.,JohnnyJammer,www.bleepingcomputer.com,keepup,,1384367400000,1537224240000,1117,1541654818000,Members, , , , ,"[ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""3"", ""hour"": ""5"", ""count"": ""1117"" }]", ,https://www.bleepingcomputer.com/forums/u/861059/johnnyjammer/
"Puppy love!!, Tutorial about BSOD!, post cards",donetao,www.bleepingcomputer.com,keepup,,1399055400000,1528379700000,270,1541654819000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""5"", ""dayofweek"": ""6"", ""hour"": ""5"", ""count"": ""270"" }][ { ""year"": ""2014"",""month"": ""5"", ""dayofweek"": ""1"", ""hour"": ""21"", ""count"": ""270"" }][ { ""year"": ""2014"",""month"": ""5"", ""dayofweek"": ""1"", ""hour"": ""23"", ""count"": ""270"" }][ { ""year"": ""2014"",""month"": ""5"", ""dayofweek"": ""2"", ""hour"": ""0"", ""count"": ""270"" }][ { ""year"": ""2014"",""month"": ""5"", ""dayofweek"": ""2"", ""hour"": ""0"", ""count"": ""270"" }]", ,https://www.bleepingcomputer.com/forums/u/891334/donetao/
Some Tips And Tricks Appreciated.,sikntired,www.bleepingcomputer.com,keepup,,1343154600000,1541631660000,1083,1541654819000,Members, , , , ,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""1083"" }]", ,https://www.bleepingcomputer.com/forums/u/787562/sikntired/
"Get CyberGhost now advertisement, Avast Service Crashed Unexpectedly",Broni,www.bleepingcomputer.com,keepup,"

My WebsiteMy help doesn't cost a penny, but if you'd like to consider a donation, click DONATE
 
",1201804200000,1541635680000,42749,1541654820000,BC Advisor, , , , ,"[ { ""year"": ""2018"",""month"": ""4"", ""dayofweek"": ""1"", ""hour"": ""21"", ""count"": ""42749"" }][ { ""year"": ""2018"",""month"": ""3"", ""dayofweek"": ""4"", ""hour"": ""22"", ""count"": ""42749"" }]", ,https://www.bleepingcomputer.com/forums/u/187687/broni/
Photoshop image editing,Jordan102,www.bleepingcomputer.com,keepup,,1454265000000,1462184460000,1,1541654820000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""1"", ""dayofweek"": ""6"", ""hour"": ""20"", ""count"": ""1"" }]", ,https://www.bleepingcomputer.com/forums/u/987127/jordan102/
"Some Tips And Tricks Appreciated., Disabling auto updates",kosmonaft,www.bleepingcomputer.com,keepup,"

http://furg.net/ - Free online games 
",1381084200000,1447998000000,27,1541654820000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""3"", ""dayofweek"": ""6"", ""hour"": ""22"", ""count"": ""27"" }][ { ""year"": ""2014"",""month"": ""3"", ""dayofweek"": ""6"", ""hour"": ""22"", ""count"": ""27"" }]", ,https://www.bleepingcomputer.com/forums/u/855254/kosmonaft/
"think i have a virus , many issues",zooter,www.bleepingcomputer.com,keepup,,1258569000000,1524855720000,307,1541654821000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""4"", ""dayofweek"": ""1"", ""hour"": ""0"", ""count"": ""307"" }][ { ""year"": ""2018"",""month"": ""4"", ""dayofweek"": ""1"", ""hour"": ""5"", ""count"": ""307"" }][ { ""year"": ""2018"",""month"": ""4"", ""dayofweek"": ""3"", ""hour"": ""20"", ""count"": ""307"" }]", ,https://www.bleepingcomputer.com/forums/u/404878/zooter/
Some Tips And Tricks Appreciated.,GB2064,www.bleepingcomputer.com,keepup,,1369333800000,1527716580000,947,1541654821000,Members, , , , ,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""5"", ""hour"": ""21"", ""count"": ""947"" }][ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""2"", ""hour"": ""21"", ""count"": ""947"" }]", ,https://www.bleepingcomputer.com/forums/u/834883/gb2064/
"Malware Bytes gone, Bitdefender not updating system slow +router",alternety,www.bleepingcomputer.com,keepup,,1494786600000,1524775200000,1,1541654825000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""4"", ""dayofweek"": ""3"", ""hour"": ""20"", ""count"": ""1"" }]", ,https://www.bleepingcomputer.com/forums/u/1051911/alternety/
Network connection lost - Win 10,Joxtersenior,www.bleepingcomputer.com,keepup,,1253212200000,1535894400000,22,1541654826000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""9"", ""dayofweek"": ""6"", ""hour"": ""1"", ""count"": ""22"" }]", ,https://www.bleepingcomputer.com/forums/u/379458/joxtersenior/
Best practices for backing up files,rp88,www.bleepingcomputer.com,keepup,"

Back on this site, for a while anyway, been so busy the last year.
My systems:2 laptops, intel i3 processors, windows 8.1 installed on the hard-drive and linux mint 17.3 MATE installed to USB
",1385145000000,1541553480000,3064,1541654826000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""4"", ""hour"": ""0"", ""count"": ""3064"" }]", ,https://www.bleepingcomputer.com/forums/u/862642/rp88/
Photoshop CS5/5.1 oddity,Charlie_S,www.bleepingcomputer.com,keepup,,1470249000000,1470764520000,5,1541654827000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""5"", ""count"": ""5"" }]", ,https://www.bleepingcomputer.com/forums/u/1011802/charlie-s/
Best practices for backing up files,mwieting,www.bleepingcomputer.com,keepup,,1415298600000,1448315400000,23,1541654829000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""3"", ""hour"": ""21"", ""count"": ""23"" }]", ,https://www.bleepingcomputer.com/forums/u/922523/mwieting/
"Disabling auto updates, Best practices for backing up files",kelsyhb,www.bleepingcomputer.com,keepup,,1367087400000,1537291080000,27,1541654830000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""3"", ""hour"": ""2"", ""count"": ""27"" }][ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""1"", ""hour"": ""19"", ""count"": ""27"" }][ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""27"" }]", ,https://www.bleepingcomputer.com/forums/u/831484/kelsyhb/
Mods Please read entire post before deleting - Password Cracker,starrouter,www.bleepingcomputer.com,keepup,,1414780200000,1475356140000,25,1541654830000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""4"", ""hour"": ""2"", ""count"": ""25"" }]", ,https://www.bleepingcomputer.com/forums/u/921462/starrouter/
Network connection lost - Win 10,Sneakycyber,www.bleepingcomputer.com,keepup,"

Chad Mockensturm Network EngineerCertified CompTia Network +, A +
",1169749800000,1539617280000,6130,1541654830000,BC Advisor, , , , ,"[ { ""year"": ""2018"",""month"": ""9"", ""dayofweek"": ""4"", ""hour"": ""6"", ""count"": ""6130"" }]", ,https://www.bleepingcomputer.com/forums/u/108353/sneakycyber/
BSOD 0x000000BE,Schutzstaffel,www.bleepingcomputer.com,keepup,,1532889000000,1540673880000,7,1541654830000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""0"", ""count"": ""7"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""5"", ""count"": ""7"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""19"", ""count"": ""7"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""21"", ""count"": ""7"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""5"", ""count"": ""7"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""7"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""21"", ""count"": ""7"" }]", ,https://www.bleepingcomputer.com/forums/u/1100045/schutzstaffel/
Mods Please read entire post before deleting - Password Cracker,Winterland,www.bleepingcomputer.com,keepup,"

Photobucket removed my cool flag - idiots!
 
Every calculation based on experience elsewhere fails in New Mexico.
",1278527400000,1541003100000,996,1541654831000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""4"", ""hour"": ""0"", ""count"": ""996"" }]", ,https://www.bleepingcomputer.com/forums/u/529407/winterland/
Mods Please read entire post before deleting - Password Cracker,Queen-Evie,www.bleepingcomputer.com,keepup,"

Bleeping Computer Forum Rules and Posting Guidelines link
",1172341800000,1533855480000,16485,1541654832000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""16485"" }]", ,https://www.bleepingcomputer.com/forums/u/113731/queen-evie/
Mods Please read entire post before deleting - Password Cracker,JohnC_21,www.bleepingcomputer.com,keepup,,1384799400000,1541645940000,24573,1541654832000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""9"", ""dayofweek"": ""0"", ""hour"": ""4"", ""count"": ""24573"" }]", ,https://www.bleepingcomputer.com/forums/u/861800/johnc-21/
BSOD ntoskrnl.exe and atikmdag.sys,classic57b,www.bleepingcomputer.com,keepup,,1534098600000,1534802820000,1,1541654833000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""3"", ""count"": ""1"" }]", ,https://www.bleepingcomputer.com/forums/u/1101086/classic57b/
Having continual BSOD issues from two different drivers,TheAnt3177,www.bleepingcomputer.com,keepup,,1515868200000,1535652780000,9,1541654836000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""7"", ""count"": ""9"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""9"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""22"", ""count"": ""9"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""0"", ""count"": ""9"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""9"" }]", ,https://www.bleepingcomputer.com/forums/u/1081753/theant3177/
Picture transform - help needed :),AWS_Technical,www.bleepingcomputer.com,keepup,,1469385000000,1470305580000,2,1541654837000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""7"", ""dayofweek"": ""0"", ""hour"": ""1"", ""count"": ""2"" }][ { ""year"": ""2016"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""22"", ""count"": ""2"" }]", ,https://www.bleepingcomputer.com/forums/u/1010328/aws-technical/
Windows 7 x64 Bit - 8-18 Security Quality Rollup Install Issue,hamluis,www.bleepingcomputer.com,keepup,"

Malware Removal Logs Forum
Preparation Guide, Malware Removal Assistance
Windows Crashes, BSODs,Hangs Help & Support Forum
BSOD Forum Posting Guide
Backup, Imaging, Disk Management Forum
 
",1125772200000,1541636460000,56353,1541654837000,Moderator, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""0"", ""hour"": ""21"", ""count"": ""56353"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""0"", ""hour"": ""23"", ""count"": ""56353"" }]", ,https://www.bleepingcomputer.com/forums/u/33068/hamluis/
Windows 7 x64 Bit - 8-18 Security Quality Rollup Install Issue,sandman423,www.bleepingcomputer.com,keepup,,1231353000000,1535646300000,21,1541654837000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""0"", ""hour"": ""21"", ""count"": ""21"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""0"", ""hour"": ""21"", ""count"": ""21"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""21"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""0"", ""hour"": ""23"", ""count"": ""21"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""21"" }]", ,https://www.bleepingcomputer.com/forums/u/279648/sandman423/
Picture transform - help needed :),safetydang,www.bleepingcomputer.com,keepup,,1469212200000,1492056360000,9,1541654837000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""7"", ""dayofweek"": ""5"", ""hour"": ""5"", ""count"": ""9"" }]", ,https://www.bleepingcomputer.com/forums/u/1010041/safetydang/
Mods Please read entire post before deleting - Password Cracker,Pampao,www.bleepingcomputer.com,keepup,,1415730600000,1479201960000,20,1541654837000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""1"", ""hour"": ""20"", ""count"": ""20"" }]", ,https://www.bleepingcomputer.com/forums/u/923568/pampao/
Your Router\'s Security Stinks: Here\'s How to Fix It,pcpunk,www.bleepingcomputer.com,keepup,"

http://i.imgur.com/sBCcBvM.png
Created by Mike_Walsh
 
KDE, Ruler of all Distro's
eps2.4_m4ster-s1ave.aes_pcpunk_leavemehere
 
",1374172200000,1541620020000,6192,1541654842000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""3"", ""count"": ""6192"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""5"", ""count"": ""6192"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""5"", ""count"": ""6192"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""5"", ""count"": ""6192"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""5"", ""count"": ""6192"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""6"", ""hour"": ""5"", ""count"": ""6192"" }]", ,https://www.bleepingcomputer.com/forums/u/842939/pcpunk/
"BSOD 0x000000BE, Having continual BSOD issues from two different drivers, BSOD ntoskrnl.exe and atikmdag.sys, Random hang ups and freezes in Windows 10, Windows 7 x64 Bit - 8-18 Security Quality Rollup Install Issue",dmccoy,www.bleepingcomputer.com,keepup,"

We are all volunteers so please by kind, courteous and respectful
 
I try to respond in 24-48 hours normally and I am more active on weekdays than weekends. However, sometimes due to my health, family or life it may take me a little longer. If you have not heard from me within 72 hours then please PM me a reminder. 
 
BC BSOD Posting Instructions 
",1336674600000,0,1174,1541654842000,BSOD Kernel Dump Expert, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""21"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""7"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""21"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""19"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""5"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""6"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""20"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""21"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""4"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""4"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""6"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""5"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""7"", ""count"": ""1174"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""21"", ""count"": ""1174"" }]", ,https://www.bleepingcomputer.com/forums/u/778819/dmccoy/
Your Router\'s Security Stinks: Here\'s How to Fix It,Replicator,www.bleepingcomputer.com,keepup,"


The quieter you become, the more you are able to hear!
CEH, CISSP @ WhiteHat Computers Pty Ltd

 
",1507055400000,1541566560000,291,1541654842000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""3"", ""count"": ""291"" }]", ,https://www.bleepingcomputer.com/forums/u/1069560/replicator/
Windows 10 Firewall rule for letting Adobe Flash Player to update,xspeed,www.bleepingcomputer.com,keepup,,1370457000000,1496612220000,68,1541654842000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""11"", ""dayofweek"": ""3"", ""hour"": ""1"", ""count"": ""68"" }]", ,https://www.bleepingcomputer.com/forums/u/836875/xspeed/
Random hang ups and freezes in Windows 10,Cmeitspaul,www.bleepingcomputer.com,keepup,,1535481000000,1535582580000,5,1541654843000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""3"", ""hour"": ""6"", ""count"": ""5"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""2"", ""hour"": ""21"", ""count"": ""5"" }]", ,https://www.bleepingcomputer.com/forums/u/1102184/cmeitspaul/
Your Router\'s Security Stinks: Here\'s How to Fix It,midimusicman79,www.bleepingcomputer.com,keepup,"

MS Win 10 Pro 64-bit, EAM Pro/EEK, MB 3 Free, WPP, SWB Free, CryptoPrevent Free, NVT OSA and Unchecky, WFW, FFQ with CanDef, uBO, Ghostery, Grammarly Free and HTTPS Ew. Acronis TI 2018, K. Sw. Upd. AM-tools: 9-lab RT BETA, AdwCleaner, Auslogics AM, aswMBR, Avira PCC, BD ART, catchme, Cezurity AV, CCE, CKS, ClamWin P., Crystal Sec., DDS, DWCI, EMCO MD, eScan MWAV, ESS/EOS, FGP, FMTB, FRST, F-SOS, FSS, FreeFixer, GMP, GMER, hP BETA, HJT, Inherit, JRT, K. avz4, KVRT, K. TDSSKiller, LSP-Fix, MB 3 Free, MBAR BETA, MA Stinger, NMC, NoBot, NPE, NSS, NVT MRF (NMRF), OTL, PCC, QD, RCS, RSIT, RKill, Rs, SC, SR, SAP, SVRT, SAS, SL, TMHC, TSA ART, UHM, Vba32 AR, VRS, WR (AiO), Xvirus PG, ZAM, ZHPC, ZHPD and Zoek. I have 23 Years of PC Experience. Bold = effective.
",1404239400000,1541610240000,781,1541654843000,Members, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""0"", ""count"": ""781"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""1"", ""count"": ""781"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""6"", ""hour"": ""2"", ""count"": ""781"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""4"", ""count"": ""781"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""6"", ""hour"": ""5"", ""count"": ""781"" }]", ,https://www.bleepingcomputer.com/forums/u/900465/midimusicman79/
Your Router\'s Security Stinks: Here\'s How to Fix It,Juliet,www.bleepingcomputer.com,keepup,"

MS - MVP Consumer Security 2009 - 2016, rMS-MVP 2017Microsoft Windows Insider MVP 2016-2017
",1147113000000,1541627940000,54,1541654844000,Malware Response Team, , , , ,"[ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""1"", ""count"": ""54"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""1"", ""count"": ""54"" }]", ,https://www.bleepingcomputer.com/forums/u/67248/juliet/
"How to mass resize animated GIFs?, Your Router\'s Security Stinks: Here\'s How to Fix It",britechguy,www.bleepingcomputer.com,keepup,"

Brian  AKA  Bri the Tech Guy (website in my user profile) - Windows 10 Home, 64-Bit, Version 1803, Build 17134 
     . . . the presumption of innocence, while essential in the legal realm, does not mean the elimination of common sense outside it.  The willing suspension of disbelief has its limits, or should.
    ~ Ruth Marcus,  November 10, 2017, in Washington Post article, Bannon is right: It’s no coincidence The Post broke the Moore story
 
 
 

              

 
",1253817000000,1541653620000,9186,1541654844000,Moderator, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""6"", ""hour"": ""23"", ""count"": ""9186"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""1"", ""count"": ""9186"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""3"", ""count"": ""9186"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""5"", ""count"": ""9186"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""3"", ""count"": ""9186"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""1"", ""hour"": ""5"", ""count"": ""9186"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""6"", ""hour"": ""4"", ""count"": ""9186"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""5"", ""hour"": ""5"", ""count"": ""9186"" }][ { ""year"": ""2018"",""month"": ""8"", ""dayofweek"": ""6"", ""hour"": ""6"", ""count"": ""9186"" }]", ,https://www.bleepingcomputer.com/forums/u/382577/britechguy/
HELP! Any way to read licence number plate?,MoxieMomma,www.bleepingcomputer.com,keepup,,1263580200000,0,471,1541654845000,Members, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""23"", ""count"": ""471"" }]", ,https://www.bleepingcomputer.com/forums/u/435866/moxiemomma/
How to mass resize animated GIFs?,meepingcomputer,www.bleepingcomputer.com,keepup,,1485023400000,0,2,1541654845000,Members, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""5"", ""hour"": ""22"", ""count"": ""2"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""1"", ""hour"": ""4"", ""count"": ""2"" }]", ,https://www.bleepingcomputer.com/forums/u/1035475/meepingcomputer/
Roku,ejonestexas,www.bleepingcomputer.com,keepup,,1413138600000,1413228000000,1,1541654846000,Members, , , , ,"[ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""0"", ""hour"": ""1"", ""count"": ""1"" }]", ,https://www.bleepingcomputer.com/forums/u/917436/ejonestexas/
HELP! Any way to read licence number plate?,Gorbulan,www.bleepingcomputer.com,keepup,,1414607400000,1541606700000,832,1541654847000,Members, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""22"", ""count"": ""832"" }]", ,https://www.bleepingcomputer.com/forums/u/920880/gorbulan/
of proxies and Tor.,Oyugi,www.bleepingcomputer.com,keepup,,1451845800000,1462304580000,18,1541654848000,Members, , , , ,"[ { ""year"": ""2016"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""21"", ""count"": ""18"" }][ { ""year"": ""2016"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""22"", ""count"": ""18"" }]", ,https://www.bleepingcomputer.com/forums/u/983021/oyugi/
HELP! Any way to read licence number plate?,SBK,www.bleepingcomputer.com,keepup,,1484591400000,1484686380000,2,1541654848000,Members, , , , ,"[ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""21"", ""count"": ""2"" }][ { ""year"": ""2017"",""month"": ""1"", ""dayofweek"": ""0"", ""hour"": ""23"", ""count"": ""2"" }]", ,https://www.bleepingcomputer.com/forums/u/1034680/sbk/
