Domain,Category,SubCategory,ThreadTitle,ThreadUrl,Postid,Posturl,PublishTime,FetchTime,Author,Text, Links,reference_url,crawl_type
www.bleepingcomputer.com,Software,['Graphics Design and Photo Editing'],How to mass resize animated GIFs?,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,4165459,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/#entry4165459,1485036780000,1541654722129,meepingcomputer,"
I have a folder full of just over 1000 animated GIFs and I want to visually shrink them all by 25%. I need them to remain animated after the size change. What software or website can I use to do this?
Thanks.
",,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,keep up
www.bleepingcomputer.com,Software,['Graphics Design and Photo Editing'],How to mass resize animated GIFs?,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,4165990,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/#entry4165990,1485126960000,1541654722131,britechguy,"
I have never tried it with animated GIFs, but Bulk Image Manager works beautifully on non-animated images.  Since it costs nothing, and takes only minutes to install, you could certainly try it with copies of a few of the GIFs you need to resize and see if it works.
See also:  http://www.ilovefreesoftware.com/04/featured/5-best-bulk-image-resizer-batch-image-resize.html 
I have not used Fast Stone's resizer but I have Fast Stone Image Viewer (which is way more than just a viewer) as my default image handling program.
","[u'https://sourceforge.net/projects/dinoimages/', u'http://www.ilovefreesoftware.com/04/featured/5-best-bulk-image-resizer-batch-image-resize.html%C2%A0']",https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,keep up
www.bleepingcomputer.com,Software,['Graphics Design and Photo Editing'],How to mass resize animated GIFs?,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,4166051,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/#entry4166051,1485133680000,1541654722135,britechguy,"
You got me really curious about this, and after Bulk Image Manager didn't work I did some more digging.
Download and install http://www.lcdf.org/gifsicle/Gifsicle.  In the folder where all your GIFs that need to be resized are located, create a folder named ""Resized.""  See also this page on https://davidwalsh.name/resize-animated-gifusing Gifsicle on the command line.
You would need to use the following command in a Command Prompt window after you've navigated to the folder that contains the GIFs you want to resize:  
for %F in (*.gif) do gifsicle --scale 0.75 -i %F > .\Resized\%F
That would, for each gif file in the folder, run the gifsicle program scaling the animated gif to 75% of its original size and place the end result in the Resized folder under the same name.  If you wanted to change the name slightly you could use "".\Resized\SM_%F"" in the for command instead of just reusing the original file name, then all the resized files would start with the characters ""SM_"".
When I have bulk file processing to do, and there doesn't exist a bulk file processor that runs from a dialog, then I either use Command Prompt directly if I've got a single line command like the for to do the grunt work, or create a batch file, but that's really unnecessary here.
","[u'http://www.lcdf.org/gifsicle/', u'https://davidwalsh.name/resize-animated-gif']",https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,keep up
www.bleepingcomputer.com,Software,['Graphics Design and Photo Editing'],How to mass resize animated GIFs?,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,4167031,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/#entry4167031,1485233040000,1541654722138,meepingcomputer,"
Thank you very much!
",,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,keep up
www.bleepingcomputer.com,Software,['Graphics Design and Photo Editing'],How to mass resize animated GIFs?,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,4167042,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/#entry4167042,1485234420000,1541654722141,britechguy,"
You're quite welcome.
I don't like the way I phrased one thing in the above instructions.  What follows presumes you've already downloaded gifsicle and have unzipped it to a folder.  It doesn't install in the registry but is a stand-alone program.
First you open command prompt.  Then you navigate within command prompt to the folder with the files.  Then, if you haven't done so already using file explorer, you create the folder where you plan to place the resized animated GIFS.  Finally you run the for command.  If you placed gifsicle somewhere random you may need to specify the full path to it in the do part, e.g., C:\gifsicle-dir\gifsicle    The rest of the line following gifsicle would remain the same.
",,https://www.bleepingcomputer.com/forums/t/637981/how-to-mass-resize-animated-gifs/,keep up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4091890,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/page-2#entry4091890,1475013900000,1541654723235,Madison112,"
Also, I forgot to mention...
Read about ""displays"" on the device you are having problems with...
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/page-2,catch up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4092006,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/page-2#entry4092006,1475026440000,1541654723238,Warthog-Fan,"
We got the new Samsung TV and as the salesperson told us, it works great with the Logitech keyboard. Since this is a good solution, I won't be needing the Kindle Fire to try to accomplish this.
Edited by Warthog-Fan, 28 September 2016 - 07:04 AM.
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/page-2,catch up
www.bleepingcomputer.com,Internet & Networking,['Network Streaming Devices'],How do I get Kindle Fire HD 7 video to show up on TV?,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/,4092441,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/page-2#entry4092441,1475043480000,1541654723240,Animal,"
Thank you for letting us know how you resolved your mirroring issue. Even when the tablet was not able to do so.
",,https://www.bleepingcomputer.com/forums/t/622747/how-do-i-get-kindle-fire-hd-7-video-to-show-up-on-tv/page-2,catch up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544837,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544837,1533341040000,1541654723895,midimusicman79,"
Hi all!
I found an interesting article on how to make one's router more secure with a lot of recommendations on easy fixes, moderately difficult methods and advanced tips for more tech-savvy users.
https://www.tomsguide.com/us/home-router-security,news-19245.html
Please discuss!
Thank you very much in advance!
Regards,
midimusicman79
Edited by midimusicman79, 05 August 2018 - 05:14 PM.
","[u'https://www.tomsguide.com/us/home-router-security,news-19245.html']",https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544863,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544863,1533344700000,1541654723897,Juliet,"
That was a very interesting read, really didn't think I would read over all of it but I did, thank you
it led me to another link --> https://www.tomsguide.com/us/identity-theft-what-to-do,news-18696.html
I'm going to share this, with your permission of course.
","[u'https://www.tomsguide.com/us/identity-theft-what-to-do,news-18696.html']",https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544888,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544888,1533346800000,1541654723900,midimusicman79,"
Hi, Juliet!
Thank you for the prompt reply, and you are welcome! :)
Yes, of course, you have my permission to share the link(s), please do so. :thumbup2:
Regards,
midimusicman79
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544902,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544902,1533347760000,1541654723902,Juliet,"
thank you
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544968,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544968,1533351780000,1541654723905,pcpunk,"
Interesting that I cannot find ""Universal Plug and Play"" on my Router, and have tried many times.  Xfinity XB3, don't have the Exact Model handy atm.
Just did the https://www.grc.com/shieldsup test and came out clean for any ""Universal Plug and Play"" issues!
Edited by pcpunk, 04 August 2018 - 08:50 PM.
",[u'https://www.grc.com/shieldsup'],https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544979,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544979,1533352740000,1541654723908,Replicator,"
pcpunk, on 04 Aug 2018 - 08:33 PM, said: 
Interesting that I cannot find ""Universal Plug and Play"" on my Router, and have tried many times.  Xfinity XB3, don't have the Exact Model handy atm.
Should be listed under Advanced>Device Discovery in the browser interface?
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544980,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544980,1533352920000,1541654723911,britechguy,"
Often UPnP, rather than spelled out, too.
It's generally turned off on every router I've dealt with for a very long time now, but still exists on most of 'em.
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4544992,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4544992,1533353760000,1541654723914,britechguy,"
One of the things that constantly gets me about these articles, which do give a lot of great advice, is the level of alarm about the possibility of someone connecting to your WiFi network after having had access to your home, e.g., the plumber example.
WiFi signals do not travel all that far, public WiFi is now virtually ubiquitous (virtually any Wendy's, McDonalds, Starbucks, many Wal-Marts, Lowes, and the list goes on and on and on) why one earth would anyone choose to expose themselves to the risks involved by having to quite literally park themselves outside your house (which for many of us would cause immediate notice) to get into your network.   There's just no reason to do this when you can get on to a very great many WiFi networks, and some of them with password protection but where the password is shared with the public and not changed (so traffic is encrypted), that are easily accessible in any community and on which it would be much more difficult to trace back use to any given individual.
Criminals, or at least the good ones, are not stupid.  The days of snagging your neighbor's WiFi signal (which I have done in times past) are well and truly dead.
One should check one's router or modem-router settings and lock down what you can.  A quick check with https://www.grc.com/intro.htmShields Up! at Gibson Research to see what's open and vulnerable on your router and computer is an excellent place to start.
",[u'https://www.grc.com/intro.htm'],https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4545008,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4545008,1533357600000,1541654723917,midimusicman79,"
Hi, Juliet, pcpunk, Replicator & britechguy!
Thank you all for the prompt and insightful replies! 
@ Juliet: You are welcome! 
In addition, there is SpeedGuide Security Scan, which does the same as the above-mentioned tool: http://www.speedguide.net/scan.php
Regards,
midimusicman79
Edited by midimusicman79, 04 August 2018 - 10:12 PM.
",[u'http://www.speedguide.net/scan.php'],https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4545024,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4545024,1533360120000,1541654723919,r.a.d.,"
midimusicman79, have always used Shields Up (always passed) but had never heard of SpeedGuide Security Scan, just tried it via iPad (85 ports scanned, 0 open, 24 closed and 61 filtered), and it's quick. Thanks.
Gibson's UPnP says 'good news' as equipment didn't respond to their probes. Router is an el-cheapo off the shelf Belkin ($29), but soon we'll upgrade to take better advantage of increased ISP speed.
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4545027,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4545027,1533360360000,1541654723923,pcpunk,"
Replicator, on 04 Aug 2018 - 08:49 PM, said: 
pcpunk, on 04 Aug 2018 - 08:33 PM, said: 
Interesting that I cannot find ""Universal Plug and Play"" on my Router, and have tried many times.  Xfinity XB3, don't have the Exact Model handy atm.
Should be listed under Advanced>Device Discovery in the browser interface?
Thanks Replicator, on , that was indeed it.  I looked at every entry like three times LOL and never seen that!  
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4545030,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4545030,1533360540000,1541654723926,pcpunk,"
britechguy, on 04 Aug 2018 - 08:52 PM, said: 
Often UPnP, rather than spelled out, too.
It's generally turned off on every router I've dealt with for a very long time now, but still exists on most of 'em.
Yep, I did know that!  Though I've not found it turned OFF on any Routers, though I don't look at that very often either.  Mine was ON, so that may help others with the latest Xfinity Equipment, or relatively latest Xfinity Equipment.
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4545032,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4545032,1533361200000,1541654723929,pcpunk,"
This is what my Default Setting looks like.  Arrrggg, is there no other way to post a pic then using another file sharing site?
Will someone explain some of these options to us, thanks?
qMsw8Tm.png
",[u'https://i.imgur.com/qMsw8Tm.png'],https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4545034,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4545034,1533361320000,1541654723932,pcpunk,"
I guess it don't matter now, because when I clicked Disable UPnP and SAVE all the other stuff got greyed out.
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Security,['General Security'],Your Router's Security Stinks: Here's How to Fix It,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,4545042,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/#entry4545042,1533361620000,1541654723935,britechguy,"
r.a.d., on 04 Aug 2018 - 10:52 PM, said: 
Gibson's UPnP says 'good news' as equipment didn't respond to their probes. Router is an el-cheapo off the shelf Belkin ($29), but soon we'll upgrade to take better advantage of increased ISP speed.
Just be aware that, in most cases, your router (including cheap ones) will be far faster than the service you get for upload/download from the vast majority of ISPs.   Also, for any given machine on any given network your throughput will be only as fast as the slowest component through which it has to pass.   I find it amusing when I see some people going out and buying these super-duper ultra high speed gaming routers when they've got machines with Wireless G cards or single band N150 cards believing that they're going to get increased throughput.
",,https://www.bleepingcomputer.com/forums/t/681684/your-routers-security-stinks-heres-how-to-fix-it/,keep up
www.bleepingcomputer.com,Microsoft Windows Support,['Windows Crashes and Blue Screen of Death (BSOD) Help and Support'],Random hang ups and freezes in Windows 10,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/,4561088,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/#entry4561088,1535610600000,1541654724607,Cmeitspaul,"
First time poster so bare with me please.
I just upgraded my motherboard, cpu and memory. The first week it ran like a top on the windows 10 load from my previous build. Then after a week I decided to rearrange my storage and do a fresh install of windows 10 home. Ever since then I have experienced many random hang ups and freezes. Sometimes it will be 10 seconds of lag and then all keystrokes and movements entered will come back. Sometimes longer and sometimes a reset it needed. My temps seem ok , never seen anything above 55c. This can happen during easy tasks such as opening a browser. Seems to hate chrome. I am no pro by any means but can usually sort these things out on my own. I have many builds under my belt but am more of a hardware then software guy. Since the issue started after a week from the build and after a fresh windows install I am leaning towards a software issue? I believe all drivers are up to date. 
Specs are 
Asus strix rog 470 gaming MB 
AMD Ryzen 2600x
Gskill Ripjaw ddr4 3000
Geforce 960 4 GB (video card from old build)
Evga 600 watt power supply (pretty sure its evga I am at work and will double check) also from old build 
Boot drive is inland 240 GB ssd
Also a 500 GB Hdd and samsung evo 50p GB ssd.
I can gather more hardware specs when I get home but am stumped. Anyone have issues with a similar build?
Edit. Could be a hardware issue and I am not making the correct software changes or settings? Figured since I installed new hardware this would be the best board to post on. I can post on the software board if needed. 
I have checked and changed the memory frequency to 3000 mhz, swapped memory slots from 1 and 3 to 2 and 4 as I missed that those are Asus preferred for dual channel, another fresh instal of windows 10 home. 
I am sorry as I posted this originally in Hardware and see that maybe I should have posted in the Windows 10 board first. I am new to the forum.
",,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/,keep up
www.bleepingcomputer.com,Microsoft Windows Support,['Windows Crashes and Blue Screen of Death (BSOD) Help and Support'],Random hang ups and freezes in Windows 10,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/,4561180,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/#entry4561180,1535577180000,1541654724611,dmccoy,"
Please follow the instructions in the link below to gather more information. Did you update all of the drivers from the manufacturer, motherboard and or or device links?
https://www.bleepingcomputer.com/forums/t/576314/blue-screen-of-death-bsod-posting-instructions-windows-10-81-8-7-vista/
Follow the steps in the link below as well and let me know if it stops the freezing or not?Windows Clean Boot
","[u'https://www.bleepingcomputer.com/forums/t/576314/blue-screen-of-death-bsod-posting-instructions-windows-10-81-8-7-vista/', u'https://support.microsoft.com/en-us/help/929135/how-to-perform-a-clean-boot-in-windows']",https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/,keep up
www.bleepingcomputer.com,Microsoft Windows Support,['Windows Crashes and Blue Screen of Death (BSOD) Help and Support'],Random hang ups and freezes in Windows 10,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/,4561196,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/#entry4561196,1535577900000,1541654724614,Cmeitspaul,"
Thanks a million, I cant wait get home from work and crack back into this thing. I was sure I checked all the drivers but it's always good to double check. Will post an update this evening.
",,https://www.bleepingcomputer.com/forums/t/682771/random-hang-ups-and-freezes-in-windows-10/,keep up
www.bleepingcomputer.com,Security,['Firewall Software and Hardware'],Windows 10 Firewall rule for letting Adobe Flash Player to update,https://www.bleepingcomputer.com/forums/t/631917/windows-10-firewall-rule-for-letting-adobe-flash-player-to-update/,4117751,https://www.bleepingcomputer.com/forums/t/631917/windows-10-firewall-rule-for-letting-adobe-flash-player-to-update/#entry4117751,1478742960000,1541654724885,xspeed,"
Hi,
Can anyone please say if all Inbound and Outbound traffic is intentionally blocked, by Windows 10 default Firewall, which are the rules which should be add for letting Adobe Flash Player to update?
This topic https://community.sophos.com/kb/en-us/119730  is saying that:
""aihdownload.adobe.com and fpdownload.macromedia.com"" should be add to the firewall rule in order for Adobe Flash Player to update.
Is it tight please?
In Windows Firewall I couldn't find the option for adding a domain to the rules, and I couldn't find the IP addresses of the above two domains on 
https://www.site24x7.com/find-ip-address-of-web-site.html
http://ipinfo.info/html/ip_checker.php
Any way please to add rules In Windows 10 Firewall for Adobe Flash Player to can update?
Regards.
","[u'https://community.sophos.com/kb/en-us/119730', u'https://www.site24x7.com/find-ip-address-of-web-site.html', u'http://ipinfo.info/html/ip_checker.php']",https://www.bleepingcomputer.com/forums/t/631917/windows-10-firewall-rule-for-letting-adobe-flash-player-to-update/,keep up
www.bleepingcomputer.com,Microsoft Windows Support,['Windows Crashes and Blue Screen of Death (BSOD) Help and Support'],Windows 7 x64 Bit - 8-18 Security Quality Rollup Install Issue,https://www.bleepingcomputer.com/forums/t/682684/windows-7-x64-bit-8-18-security-quality-rollup-install-issue/,4559951,https://www.bleepingcomputer.com/forums/t/682684/windows-7-x64-bit-8-18-security-quality-rollup-install-issue/#entry4559951,1535404260000,1541654726197,sandman423,"
For the past month I have been able to update all my Windows Security Updates but there are two that just won't update.
2018-08 Security and Quality Rollup .NET Framework 3.5.1 (KB4345590)
2018-08 Security Monthly Quality Rollup for Windows 7 for x64 based systems (KB4343900)
I have tried multiple times..Not having issues but I would like to be able to install these.
They will always install but when computer reboots to install them it stops at 15% and then it tells me it is reinverting back to previous.
I did the Scan as Admin in Command Prompt and have included the CBS log.
I would really like to fix this without having to reinstall windows.
Thanks..I know a lot of people had had the issues with this update but haven't found anything that works.  I tried to add the CBS.log but it won't add it.
I was told by a friend to open CBS.Log with text and look for can't repair
Info                  CSI    000004e1 [SR] Cannot repair member file [l:30{15}]""notepad.exe.mui"" of Microsoft-Windows-notepad.Resources, Version = 6.1.7600.16385, pA = PROCESSOR_ARCHITECTURE_INTEL (0), Culture = [l:10{5}]""en-US"", VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral in the store, hash mismatch
Info                  CSI    0000052f [SR] Cannot repair member file [l:30{15}]""notepad.exe.mui"" of Microsoft-Windows-notepad.Resources, Version = 6.1.7600.16385, pA = PROCESSOR_ARCHITECTURE_INTEL (0), Culture = [l:10{5}]""en-US"", VersionScope = 1 nonSxS, PublicKeyToken = {l:8 b:31bf3856ad364e35}, Type neutral, TypeName neutral, PublicKey neutral in the store, hash mismatch
2018-08-27 10:36:13
Edited by sandman423, 28 August 2018 - 03:03 AM.
",,https://www.bleepingcomputer.com/forums/t/682684/windows-7-x64-bit-8-18-security-quality-rollup-install-issue/,keep up
www.bleepingcomputer.com,Microsoft Windows Support,['Windows Crashes and Blue Screen of Death (BSOD) Help and Support'],Windows 7 x64 Bit - 8-18 Security Quality Rollup Install Issue,https://www.bleepingcomputer.com/forums/t/682684/windows-7-x64-bit-8-18-security-quality-rollup-install-issue/,4559954,https://www.bleepingcomputer.com/forums/t/682684/windows-7-x64-bit-8-18-security-quality-rollup-install-issue/#entry4559954,1535405160000,1541654726204,hamluis,"
Please download https://www.bleepingcomputer.com/download/minitoolbox/MiniToolBox  , save it to your desktop and run it.
Checkmark the following checkboxes:  List last 10 Event Viewer log  List Installed Programs  List Users, Partitions and Memory size.
Click Go and paste the content into your next post.
Also...please Publish a Snapshot using Speccy,  taking care to post the link of the snapshot in your next post.
Go to http://www.piriform.com/speccyPiriform's website, and download the free version on the left.  Click http://www.piriform.com/speccy/download/standardDownload from Piriform.com (the FileHippo link requires an extra click). Or if you want to use a portable version of Speccy (which doesn't require installation), click the http://www.piriform.com/speccy/buildsbuilds page link and download the http://www.piriform.com/speccy/download/portableportable version. You will now be asked where you want to save the file. The best place to put it is the Desktop, as it will be easy to find later.
After the file finishes downloading, you are ready to run Speccy. If you downloaded the installer, simply double-click on it and follow the prompts until installation is complete. If you downloaded the portable version, you will need to unzip it before use. Right-click the ZIP file and click Extract all. Click Next. Open up the extracted folder and double-click on Speccy.
Once inside Speccy, it will look similar to this (with your computer's specifications, of course):
https://www.bleepingcomputer.com/forums/uploads/monthly_12_2016/post-33068-0-86653600-1480692866.jpghttps://www.bleepingcomputer.com/forums/uploads/monthly_12_2016/post-33068-0-86653600-1480692866_thumb.jpgpost-33068-0-86653600-1480692866_thumb.j
Now, at the top, click File > Publish Snapshot.
Click Yes > then Copy to Clipboard
Now, once you are back in the forum topic you are posting in, click the ADD REPLY or REPLY TO THIS TOPIC button. Right-click in the empty space of the Reply box and click Paste. Then, click Add Reply below the Reply box.
Louis
","[u'https://www.bleepingcomputer.com/download/minitoolbox/', u'http://www.piriform.com/speccy', u'http://www.piriform.com/speccy/download/standard', u'http://www.piriform.com/speccy/builds', u'http://www.piriform.com/speccy/download/portable', u'https://www.bleepingcomputer.com/forums/uploads/monthly_12_2016/post-33068-0-86653600-1480692866.jpg', u'https://www.bleepingcomputer.com/forums/uploads/monthly_12_2016/post-33068-0-86653600-1480692866_thumb.jpg']",https://www.bleepingcomputer.com/forums/t/682684/windows-7-x64-bit-8-18-security-quality-rollup-install-issue/,keep up
